ipca_17_lead,desemprego.pnadc_17_lead,ipca_34_lead,desemprego.pnadc_34_lead,selic
0.05807621164627852,0.97291209601146,-0.15494788602300336,0.9852220849470693,12.266903480521911
0.057939592723221134,0.9729083565116734,-0.15511372505169052,0.9852510599174971,12.276500953125193
0.057951474374108525,0.9729012348853838,-0.15509481864130814,0.9852071743297661,12.286098425728477
0.058209370177406905,0.9729045516543686,-0.15479431486251904,0.9851936984462462,12.295695898331761
0.05823886899770758,0.972908353756251,-0.1547742589728034,0.9852615946921055,12.305293370935043
0.05867137552776347,0.9729314957253299,-0.15427720262064493,0.9853208679551411,12.314890843538327
0.05940543799073872,0.9729824897904569,-0.15348082359382298,0.9856535932023193,12.32448831614161
0.06084390728476219,0.973059918099779,-0.15186516370137015,0.9860056361468574,12.334085788744893
0.06983736501835902,0.9735920127039912,-0.141791018787079,0.988386620787274,12.386398093785017
0.06873997077749805,0.9735362237524791,-0.1430141559996312,0.9881072089322654,12.43871039882514
0.06940535065196474,0.9736051975250926,-0.14228738350257686,0.9884518030078667,12.491022703865264
0.06504988044166704,0.9733710199597612,-0.1471396899955928,0.9872764502839058,12.543335008905387
0.06296674080853903,0.9732398859433475,-0.14931372391542874,0.9860475512167854,12.595647313945511
0.062940910896772,0.9732680971571508,-0.149331398233834,0.9860966329238473,12.647959618985634
0.06047121252074006,0.9730503595086513,-0.15225246787263713,0.9858247051903114,12.700271924025758
0.06076743235455928,0.9730400358611033,-0.15185660595452166,0.9855626437934099,12.617853290492254
0.06155827744118181,0.9730545476515369,-0.1507822253047313,0.9849104137592564,12.53543465695875
0.06011409483963437,0.9729975780931397,-0.15253165250566303,0.9851440234719908,12.453016023425246
0.0681491316976206,0.973374540639697,-0.14270372873956783,0.9836455618122609,12.37059738989174
0.05975072324301722,0.9730385324385326,-0.1528877340460919,0.9851052362089735,12.288178756358237
0.05896611294824883,0.9730288530961321,-0.15384785123128686,0.9853269736466838,12.205760122824731
0.059747789182743594,0.9730789829338318,-0.15288715354940208,0.9852204943909356,12.123341489291228
0.06009178596004405,0.9740167100772658,-0.15240438745664342,0.9879254163010691,12.08553224999774
0.06432394451828971,0.9765086373055705,-0.14714892339732333,0.9942091996297255,12.047723010704255
0.061968886976967674,0.9781189309874998,-0.14992651415204628,0.999765860301562,12.009913771410769
0.06934090896534495,0.9744371017081492,-0.14117092199220083,0.9864723280467874,11.972104532117282
0.06827615775379403,0.9746455127590132,-0.1424307317723419,0.9874667272054771,11.934295292823796
0.0654846854206177,0.9738278836678058,-0.14583672034541184,0.9859290586114959,11.896486053530309
0.06970702864918765,0.9738124402782028,-0.14068879982516047,0.9845415490150837,11.858676814236823
0.07511551685592877,0.9738494929658533,-0.1340111119870484,0.9831637133161746,11.943486933867343
0.0628056195704958,0.9734610852553816,-0.1490388377503986,0.9856705923536623,12.028297053497862
0.06768554179948771,0.9737878697175902,-0.14315041221458435,0.9850689681037168,12.113107173128382
